,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
130,2022-00054457,7/24/2022,9:20,Baltimore Ave,7/24/2022,9:28,Injured/Sick Person,CBE
132,2022-00054598,7/24/2022,22:59,"36, Plant Sciences Building at 4291 Fieldhouse Dr",7/24/2022,22:59,Injured/Sick Person,CBE
134,2022-00054618,7/25/2022,0:09,Baltimore Ave,7/25/2022,0:09,CDS Violation,Arrest
136,2022-00054714,7/25/2022,11:09,"Phi Sigma Sigma Sorority, Phi Sigma Simga at 4531 College Ave",7/25/2022,11:09,Burglary,Arrest
138,2022-00054850,7/26/2022,0:17,Baltimore Ave,7/26/2022,0:17,DWI/DUI,Arrest
140,2022-00054863,7/26/2022,3:00,University Blvd,7/26/2022,3:00,DWI/DUI,Arrest
142,2022-00054944,7/26/2022,12:50,Baltimore Ave,7/26/2022,12:54,Indecent Exposure,Arrest
144,2022-00055147,7/27/2022,11:30,"Pyon Chen, Pyon-Chen Hall at 8097 La Plata Dr",7/27/2022,11:40,Other Incident,CBE
146,2022-00055163,7/18/2022,12:00,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",7/27/2022,13:44,Other Incident,CBE
148,2022-00055234,7/27/2022,19:53,"Commons 2, SCC 2, South Campus Commons 2 at 7524 Calvert Service Ln",7/27/2022,19:53,Suspicious Activity,CBE
150,2022-00055268,7/27/2022,23:07,Campus Dr,7/27/2022,23:07,CDS Violation,Arrest
152,2022-00055300,7/28/2022,1:12,"60, Anne Arundel, Anne Arundel Hall at 3915 Campus Dr",7/28/2022,1:12,Other Incident,CBE
154,2022-00055414,7/28/2022,18:31,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",7/28/2022,18:31,Injured/Sick Person,CBE
156,2022-00055515,7/29/2022,1:15,Baltimore Ave,7/29/2022,1:15,CDS Violation,Arrest
158,2022-00055630,7/27/2022,16:15,"Laboratory for Telecommunication Sciences, LTS at 8118 Greenmead Dr",7/29/2022,12:04,Suspicious Activity,Active/Pending
160,2022-00055788,7/30/2022,1:23,Campus Dr,7/30/2022,1:23,DWI/DUI,Arrest
162,2022-00055911,7/30/2022,13:15,"Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",7/30/2022,13:16,Damage to State Property,CBE
164,2022-00055935,7/30/2022,15:27,8700 block of Boteler Ln,7/30/2022,15:27,CDS Violation,Arrest
166,2022-00056036,7/31/2022,0:47,Greenbelt Rd,7/31/2022,0:47,CDS Violation,Arrest
168,2022-00056048,7/31/2022,1:57,College Ave,7/31/2022,1:57,Injured/Sick Person,CBE
170,2022-00056285,5/3/2022,12:00,"Edward St. John Learning and Teaching Center, ESJ at 4131 Campus Dr",7/31/2022,22:24,Theft,Active/Pending
172,2022-00056303,7/31/2022,23:44,8400 block of Baltimore Ave,7/31/2022,23:44,DWI/DUI,Arrest
0,2022-00056453,8/1/2022,11:36,Lot Q,8/1/2022,11:36,CDS Violation,Arrest
2,2022-00056512,7/31/2022,20:31,"42, Tydings Hall at 7343 Preinkert Dr",8/1/2022,16:57,Other Incident,CBE
4,2022-00056634,7/29/2022,17:00,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",8/2/2022,11:19,Vandalism,Active/Pending
6,2022-00056641,8/2/2022,11:45,"Commons 1, SCC 1, South Campus Commons 1 at 4250 Lehigh Rd",8/2/2022,11:45,Injured/Sick Person,CBE
8,2022-00056642,8/2/2022,11:58,8000 block of Greenmead Dr,8/2/2022,11:58,Fire,CBE
10,2022-00056665,8/2/2022,14:30,8100 block of Baltimore Ave,8/2/2022,15:37,Assist Other Agency / Theft,CBE
12,2022-00057037,8/4/2022,0:22,Baltimore Ave,8/4/2022,0:22,DWI/DUI,Arrest
14,2022-00057072,8/4/2022,6:50,"3, Service Building at 7757 Baltimore Ave",8/4/2022,6:53,Injured/Sick Person,CBE
16,2022-00057221,8/4/2022,23:08,Baltimore Ave,8/4/2022,23:08,DWI/DUI,Arrest
18,2022-00057401,8/5/2022,15:05,4300 block of Rowalt Dr,8/5/2022,15:23,Damaged Property,CBE
20,2022-00057439,8/5/2022,19:00,4300 block of Rowalt Dr,8/5/2022,19:00,Injured/Sick Person,CBE
22,2022-00057455,8/5/2022,18:00,1 Liberty Dam Rd,8/5/2022,20:19,Damaged Property,CBE
24,2022-00057490,8/5/2022,22:31,UMGC Inn & Conference Center at 345 Ehrensberger Dr,8/5/2022,22:31,Injured/Sick Person,CBE
26,2022-00057554,8/6/2022,1:39,7300 block of Baltimore Ave,8/6/2022,1:39,Injured/Sick Person,CBE
28,2022-00057571,8/6/2022,3:27,Baltimore Ave,8/6/2022,3:27,DWI/DUI,Arrest
30,2022-00057586,8/6/2022,7:00,"Elkton, Elkton Hall at 3981 Denton Service Ln",8/6/2022,8:10,Other Incident,CBE
32,2022-00057984,8/5/2022,17:00,"11, The Hall at 4656 Hotel Dr",8/8/2022,10:46,Vandalism,Active/Pending
34,2022-00058224,8/5/2022,13:30,8100 block of La Plata Dr,8/9/2022,14:29,Burglary,Investigation Pending
36,2022-00058381,8/10/2022,5:20,"Motor Pool, Severn, Severn Building, Terp Trader, Washington Post Building at 5245 Greenbelt Rd",8/10/2022,6:08,Hazardous Condition,CBE
38,2022-00058487,8/10/2022,16:00,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",8/10/2022,16:19,Injured/Sick Person,CBE
40,2022-00058534,8/10/2022,16:50,"Microbiology, Microbiology Building at 4062 Campus Dr",8/10/2022,20:52,Damage to State Property,CBE
42,2022-00058631,8/9/2022,14:30,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",8/11/2022,7:18,Vandalism,Active/Pending
44,2022-00058675,8/11/2022,13:35,"91, Chemistry, Chemistry Building at 8051 Regents Dr",8/11/2022,13:35,Damage to State Property,CBE
46,2022-00058794,8/11/2022,23:41,"Commons 1, SCC 1, South Campus Commons 1 at 4250 Lehigh Rd",8/11/2022,23:41,Damage to State Property,CBE
48,2022-00058906,8/11/2022,16:00,Lot BB,8/12/2022,11:19,Assist Other Agency,CBE
50,2022-00058914,8/12/2022,11:30,Paint Branch Dr,8/12/2022,13:17,Theft from Auto,Arrest
52,2022-00059103,8/13/2022,2:33,Bentleys at 7323 Baltimore Ave,8/13/2022,2:33,Assist Other Agency / Burglary,CBE
54,2022-00059433,8/14/2022,1:16,Baltimore Ave,8/14/2022,1:16,Warrant/Summons Service,Arrest
56,2022-00059717,8/14/2022,22:46,University Blvd,8/14/2022,22:46,Alcohol Violation,Arrest
58,2022-00059950,8/15/2022,16:49,West Gate at 3841 Stadium Dr,8/15/2022,16:49,Recovered Stolen Property,Arrest
60,2022-00059975,8/12/2022,18:10,"Commons 1, SCC 1, South Campus Commons 1 at 4250 Lehigh Rd",8/15/2022,20:26,Theft,Investigation Pending
62,2022-00060010,8/15/2022,23:18,University Blvd,8/15/2022,23:18,DWI/DUI,Arrest
64,2022-00060034,8/16/2022,1:12,South Gate at 7567 Regents Dr,8/16/2022,1:12,Recovered Stolen Property,Arrest
66,2022-00060082,8/16/2022,8:58,"Leonardtown #250, Leonardtown Community Center at 7559 Yale Ave",8/16/2022,8:58,Trespassing,CBE
68,2022-00060135,8/15/2022,22:30,4100 block of Campus Dr,8/16/2022,12:53,Suspicious Activity,Investigation Pending
70,2022-00060240,8/16/2022,4:30,Campus Dr,8/16/2022,22:19,Damage to State Property,Active/Pending
72,2022-00060272,8/17/2022,0:15,Regents Dr,8/17/2022,0:15,DWI/DUI,Arrest
74,2022-00060369,8/17/2022,9:35,3400 block of Tulane Dr,8/17/2022,9:35,Fraud,Warrant Issued
76,2022-00060546,8/17/2022,23:03,Baltimore Ave,8/17/2022,23:03,Warrant/Summons Service,Arrest
78,2022-00060697,8/18/2022,12:27,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",8/18/2022,12:27,DWI/DUI,Arrest
80,2022-00060973,8/18/2022,21:00,Lot J1,8/19/2022,8:28,Vandalism,Investigation Pending
82,2022-00060976,8/14/2022,0:50,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",8/19/2022,9:24,Other Incident,CBE
84,2022-00060981,8/19/2022,8:45,Health Center at 3983 Campus Dr,8/19/2022,9:46,Injured/Sick Person,CBE
86,2022-00061032,8/19/2022,15:32,436 at 4136 Stadium Dr,8/19/2022,15:32,Injured/Sick Person,CBE
88,2022-00061174,8/19/2022,21:58,4300 block of Knox Rd,8/19/2022,21:58,Assist Other Agency / Check on the Welfare,CBE
90,2022-00061244,8/20/2022,1:15,University Blvd,8/20/2022,1:15,Warrant/Summons Service,Arrest
92,2022-00061245,8/20/2022,1:20,Baltimore Ave,8/20/2022,1:20,DWI/DUI,Arrest
94,2022-00061421,8/19/2022,17:00,Lot Y,8/20/2022,17:34,Theft from Auto,Active/Pending
96,2022-00061446,8/20/2022,19:49,University Blvd,8/20/2022,19:49,Assist Other Agency / Other,CBE
98,2022-00061555,8/21/2022,1:45,4700 block of Howard Ln,8/21/2022,1:49,Assist Other Agency / Disorderly Conduct,CBE
100,2022-00061571,8/21/2022,3:02,Baltimore Ave,8/21/2022,3:02,DWI/DUI,Arrest
102,2022-00061759,8/21/2022,22:27,University Blvd,8/21/2022,22:27,CDS Violation,Arrest
104,2022-00061768,8/21/2022,23:15,University Blvd,8/21/2022,23:15,DWI/DUI,Arrest
106,2022-00061828,8/22/2022,3:58,University Blvd,8/22/2022,3:58,Traffic Arrest,Arrest
108,2022-00061917,8/22/2022,12:45,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",8/22/2022,12:52,Indecent Exposure (Title IX Related),Arrest
110,2022-00061936,8/22/2022,15:43,Lot 11b,8/22/2022,15:52,Assist Other Agency / Check on the Welfare,CBE
112,2022-00061941,8/14/2022,0:00,"Elkton, Elkton Hall at 3981 Denton Service Ln",8/22/2022,15:57,Theft,Active/Pending
114,2022-00061968,8/19/2022,22:30,Graduate Hills #291 at 3413 Tulane Dr,8/22/2022,19:21,Theft,Active/Pending
116,2022-00062031,8/22/2022,22:38,College Ave,8/22/2022,22:38,Alcohol Violation,Arrest
118,2022-00062051,8/22/2022,23:25,Knox Rd,8/22/2022,23:25,Alcohol Violation,Arrest
120,2022-00062065,8/22/2022,23:56,Calvert Rd,8/22/2022,23:56,DWI/DUI,Arrest
122,2022-00062137,8/22/2022,13:12,"43, Taliaferro, Taliaferro Hall at 4280 Chapel Ln",8/23/2022,9:14,Hate Bias Incident,Active/Pending
124,2022-00062141,8/21/2022,18:00,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",8/23/2022,10:05,Theft,Active/Pending
126,2022-00062160,8/23/2022,9:00,Neutral Buoyancy Research Facility at 4436 Technology Dr,8/23/2022,12:56,Theft from Auto,Unfounded
128,2022-00062163,8/8/2022,17:00,"26, South Campus Dining Hall at 7093 Preinkert Dr",8/23/2022,13:51,Damage to State Property,Active/Pending
130,2022-00062261,2/1/2022,7:00,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",8/23/2022,22:09,Dept Property Damage/Loss,Active/Pending
132,2022-00062283,8/24/2022,0:49,Baltimore Ave,8/24/2022,0:49,CDS Violation,Arrest
134,2022-00062346,8/24/2022,8:49,UMGC Hotel at 348 Ehrensberger Dr,8/24/2022,8:49,Trespassing,Arrest
136,2022-00062373,8/24/2022,11:30,"35, McKeldin Library at 7649 Library Ln",8/24/2022,11:53,Damage to State Property,CBE
138,2022-00062376,8/24/2022,12:24,7700 block of Alumni Dr,8/24/2022,12:24,Suspicious Person/Auto,CBE
140,2022-00062397,8/24/2022,15:36,8200 block of Paint Branch Dr,8/24/2022,15:36,Injured/Sick Person,CBE
142,2022-00062554,8/25/2022,1:33,Navahoe St,8/25/2022,1:33,DWI/DUI,Arrest
144,2022-00062581,8/25/2022,5:29,University Courtyard #5 at 8500 Boteler Ln,8/25/2022,5:29,Other Incident,CBE
146,2022-00062648,8/25/2022,12:48,Health Center at 3983 Campus Dr,8/25/2022,12:48,Injured/Sick Person,CBE
148,2022-00062669,8/20/2022,19:00,"Commons 1, SCC 1, South Campus Commons 1 at 4250 Lehigh Rd",8/25/2022,15:01,Theft,CBE
150,2022-00062761,8/25/2022,21:22,"Dunkin Donuts, Landmark s at 4500 College Ave",8/25/2022,21:22,Indecent Exposure,Summons Issued
152,2022-00062790,8/25/2022,23:07,Knox Rd,8/25/2022,23:07,Alcohol Violation,Arrest
154,2022-00062798,8/25/2022,23:21,Knox Rd,8/25/2022,23:21,Disorderly Conduct (Title IX Related),Arrest
156,2022-00062809,8/25/2022,23:47,Knox Rd,8/25/2022,23:47,Alcohol Violation,Arrest
158,2022-00062822,8/26/2022,0:16,"22, Kent, Kent Hall at 7565 Calvert Service Ln",8/26/2022,0:16,Injured/Sick Person,CBE
160,2022-00062842,8/26/2022,1:42,College Ave,8/26/2022,1:42,Alcohol Violation,Arrest
162,2022-00062860,8/26/2022,1:50,4300 block of Hartwick Rd,8/26/2022,2:07,Assist Other Agency / Assault,CBE
164,2022-00062958,8/26/2022,16:02,Health Center at 3983 Campus Dr,8/26/2022,16:02,Emergency Petition,CBE
166,2022-00063140,8/27/2022,0:52,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",8/27/2022,0:52,Other Incident,CBE
168,2022-00063165,8/27/2022,3:15,University Blvd,8/27/2022,3:15,DWI/DUI,Arrest
170,2022-00063189,8/27/2022,10:33,"Denton, Denton Hall at 3854 Stadium Dr",8/27/2022,10:33,Injured/Sick Person,CBE
172,2022-00063290,8/27/2022,19:08,7500 block of Regents Dr,8/27/2022,19:08,CDS Violation,CBE
174,2022-00063320,8/27/2022,21:22,8200 block of Baltimore Ave,8/27/2022,22:44,Assist Other Agency / Other,CBE
176,2022-00063322,8/27/2022,23:02,Baltimore Ave,8/27/2022,23:02,CDS Violation,Arrest
178,2022-00063342,8/28/2022,0:17,4500 block of Knox Rd,8/28/2022,0:17,Injured/Sick Person,CBE
180,2022-00063344,8/28/2022,0:38,Greenbelt Rd,8/28/2022,0:38,DWI/DUI,Arrest
182,2022-00063345,8/28/2022,0:38,Baltimore Ave,8/28/2022,0:38,DWI/DUI,Arrest
184,2022-00063455,8/23/2022,12:00,"35, McKeldin Library at 7649 Library Ln",8/28/2022,11:51,Fraud,Active/Pending
186,2022-00063496,8/28/2022,17:45,La Plata Hall at 8160 La Plata Dr,8/28/2022,18:13,Injured/Sick Person,CBE
188,2022-00063512,8/28/2022,19:00,Animal Science Building at 8127 Regents Dr,8/28/2022,20:00,Damage to State Property,CBE
190,2022-00063527,8/28/2022,20:30,"77, Main Admin, Main Administration Building, Thomas V. Miller Jr. Administration Building at 7901 Regents Dr",8/28/2022,20:35,Injured/Sick Person,CBE
192,2022-00063529,8/28/2022,20:32,UMGC Hotel at 348 Ehrensberger Dr,8/28/2022,20:32,Other Incident,CBE
194,2022-00063713,8/26/2022,17:00,Manufacturing Building at 8197 Regents Dr,8/29/2022,8:33,Theft,Investigation Pending
196,2022-00063729,8/29/2022,10:53,Health Center at 3983 Campus Dr,8/29/2022,10:53,Emergency Petition,CBE
198,2022-00063766,8/29/2022,12:30,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",8/29/2022,14:16,Theft,CBE
200,2022-00063790,1/1/1986,18:00,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",8/29/2022,16:12,Other Incident,CBE
202,2022-00063805,8/29/2022,17:27,436 at 4136 Stadium Dr,8/29/2022,17:27,Injured/Sick Person,CBE
204,2022-00063809,8/10/2022,11:04,"Prince Frederick, Prince Frederick Hall at 7030 Preinkert Dr",8/29/2022,17:34,Theft,Unfounded
206,2022-00064006,8/29/2022,14:00,"Litton, Police Services & Training Facility at 7147 51st Ave",8/30/2022,10:10,Other Incident,CBE
208,2022-00064061,8/30/2022,11:40,Lot UU,8/30/2022,11:50,Injured/Sick Person,CBE
210,2022-00064081,8/30/2022,12:43,"36, Plant Sciences Building at 4291 Fieldhouse Dr",8/30/2022,12:43,Injured/Sick Person,CBE
212,2022-00064247,8/31/2022,0:35,4600 block of Knox Rd,8/31/2022,0:35,Injured/Sick Person,CBE
214,2022-00064411,8/31/2022,14:00,"78, Armory, Reckord Armory at 4490 Rossborough Ln",8/31/2022,14:41,Suspicious Activity,Active/Pending
216,2022-00064412,8/31/2022,10:40,"Art Soc, Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building at 3834 Campus Dr",8/31/2022,14:50,Theft,Active/Pending
218,2022-00064441,8/31/2022,16:39,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",8/31/2022,16:39,Check on the Welfare,CBE
220,2022-00064536,8/31/2022,23:52,"84, Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",8/31/2022,23:52,Suspicious Person/Auto,CBE
0,2022-00064598,9/1/2022,5:48,"84, Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",9/1/2022,5:48,Warrant/Summons Service,Arrest
2,2022-00064602,9/1/2022,7:46,Varsity Sports Teamhouse at 4117 Stadium Dr,9/1/2022,7:46,Injured/Sick Person,CBE
4,2022-00064656,9/1/2022,7:19,S Interstate 95 / E Maryland Route 32,9/1/2022,11:42,Damage to State Property,CBE
6,2022-00064688,9/1/2022,13:51,Health Center at 3983 Campus Dr,9/1/2022,13:51,Injured/Sick Person,CBE
8,2022-00064713,9/1/2022,15:36,Health Center at 3983 Campus Dr,9/1/2022,15:36,Emergency Petition,CBE
10,2022-00064732,9/1/2022,17:15,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",9/1/2022,17:52,Theft,Unfounded
12,2022-00064747,9/1/2022,20:18,"Denton, Denton Hall at 3854 Stadium Dr",9/1/2022,20:18,Injured/Sick Person,CBE
14,2022-00064811,9/2/2022,0:36,Baltimore Ave,9/2/2022,0:36,DWI/DUI,Arrest
16,2022-00064837,9/2/2022,2:13,University Blvd,9/2/2022,2:13,DWI/DUI,Arrest
18,2022-00064839,9/2/2022,2:25,College Ave,9/2/2022,2:25,DWI/DUI,Arrest
20,2022-00064978,9/2/2022,9:30,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",9/2/2022,12:01,Injured/Sick Person,CBE
22,2022-00064981,9/2/2022,11:27,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",9/2/2022,12:40,Dept Property Damage/Loss,CBE
24,2022-00065026,9/2/2022,16:22,Health Center at 3983 Campus Dr,9/2/2022,16:22,Emergency Petition,CBE
26,2022-00065027,9/2/2022,16:17,"Pyon Chen, Pyon-Chen Hall at 8097 La Plata Dr",9/2/2022,16:17,CDS Violation,CBE
28,2022-00065030,9/2/2022,16:46,"Denton, Denton Hall at 3854 Stadium Dr",9/2/2022,16:46,Other Incident,CBE
30,2022-00065091,9/2/2022,17:00,"81, Wind Tunnel Building at 8167 Paint Branch Dr",9/2/2022,22:29,Indecent Exposure (Title IX Related),CBE
32,2022-00065103,9/3/2022,0:00,8100 block of Boteler Ln,9/3/2022,0:14,Other Incident,CBE
34,2022-00065111,9/3/2022,0:30,4400 block of Lehigh Rd,9/3/2022,1:02,Injured/Sick Person,CBE
36,2022-00065139,9/3/2022,4:35,University Blvd,9/3/2022,4:35,Warrant/Summons Service,Arrest
38,2022-00065193,8/29/2022,10:00,7000 block of Preinkert Dr,9/3/2022,10:35,Injured/Sick Person,CBE
40,2022-00065203,9/3/2022,11:08,Johnson-Whittle Hall at 4118 Stadium Dr,9/3/2022,11:08,Injured/Sick Person,CBE
42,2022-00065204,9/3/2022,11:13,"Denton, Denton Hall at 3854 Stadium Dr",9/3/2022,11:13,Injured/Sick Person,CBE
44,2022-00065255,9/3/2022,13:50,Alumni Dr,9/3/2022,13:53,Injured/Sick Person,CBE
46,2022-00065275,9/3/2022,12:15,"Ellicott, Ellicott Hall at 4052 Stadium Dr",9/3/2022,15:30,Theft,Investigation Pending
48,2022-00065277,9/1/2022,17:15,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",9/3/2022,15:32,Extortion,Active/Pending
50,2022-00065340,9/3/2022,20:00,4200 block of Lehigh Rd,9/3/2022,21:54,Injured/Sick Person,CBE
52,2022-00065348,9/3/2022,22:25,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",9/3/2022,22:25,Other Incident,CBE
54,2022-00065382,9/4/2022,0:11,"Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",9/4/2022,0:11,CDS Violation,Arrest
56,2022-00065385,9/4/2022,1:04,University Blvd,9/4/2022,1:04,DWI/DUI,Arrest
58,2022-00065390,9/4/2022,1:27,"Cornerstone, Cornerstone Grill at 7325 Baltimore Ave",9/4/2022,1:27,Injured/Sick Person,CBE
60,2022-00065400,9/4/2022,0:00,4000 block of Stadium Dr,9/4/2022,2:35,Injured/Sick Person,CBE
62,2022-00065403,9/4/2022,2:25,"25, Charles, Charles Hall at 4405 Lehigh Rd",9/4/2022,2:54,Trespassing,CBE
64,2022-00065511,9/3/2022,13:00,Lot 1d,9/4/2022,12:07,Theft,Unfounded
66,2022-00065578,9/4/2022,18:40,436 at 4136 Stadium Dr,9/4/2022,18:50,Injured/Sick Person,CBE
68,2022-00065655,9/5/2022,1:39,University Blvd,9/5/2022,1:39,DWI/DUI,Arrest
70,2022-00065960,9/5/2022,23:15,7500 block of Rhode Island Ave,9/5/2022,23:15,Emergency Petition,CBE
72,2022-00066059,9/6/2022,9:37,Fieldhouse Dr,9/6/2022,9:37,Injured/Sick Person,CBE
74,2022-00066062,9/5/2022,13:33,4200 block of Chapel Ln,9/6/2022,9:43,Hate Bias Incident,Active/Pending
76,2022-00066199,9/3/2022,18:00,"Leonardtown #246, Leonardtown at 7575 Yale Ave",9/6/2022,22:13,Theft,Active/Pending
78,2022-00066221,9/6/2022,23:20,Johnson-Whittle Hall at 4118 Stadium Dr,9/6/2022,23:20,Emergency Petition,CBE
80,2022-00066230,9/7/2022,0:35,Baltimore Ave,9/7/2022,0:35,Disorderly Conduct,Arrest
82,2022-00066383,9/4/2022,7:00,"61, Queen Anne, Queen Anne's Hall at 7645 Preinkert Dr",9/7/2022,16:27,Theft,Active/Pending
84,2022-00066426,9/7/2022,11:45,"22, Kent, Kent Hall at 7565 Calvert Service Ln",9/7/2022,19:39,Fraud,Active/Pending
86,2022-00066484,9/8/2022,0:37,University Blvd,9/8/2022,0:37,DWI/DUI,Arrest
88,2022-00066634,9/6/2022,19:00,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",9/8/2022,14:24,Theft from Auto,Active/Pending
90,2022-00066655,9/7/2022,6:15,"Wye Oak, Wye Oak Building at 4201 Landscape Ln",9/8/2022,15:38,Theft,Active/Pending
92,2022-00066690,9/8/2022,18:51,Regents Dr,9/8/2022,18:51,CDS Violation,Arrest
94,2022-00066758,9/8/2022,23:54,8400 block of Boteler Ln,9/8/2022,23:54,Emergency Petition,CBE
96,2022-00066795,9/9/2022,2:14,8500 block of Boteler Ln,9/9/2022,2:14,Rape,Active/Pending
98,2022-00066834,9/9/2022,8:00,"A James Clark Hall, A. James Clark Hall, A.J. Clark Hall, Clark, Clark Hall at 8278 Paint Branch Dr",9/9/2022,8:07,Emergency Petition,CBE
100,2022-00066858,6/21/2022,14:47,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",9/9/2022,10:22,Assist Other Agency / Indecent Exposure,CBE
102,2022-00066874,9/8/2022,15:30,3400 block of Tulane Dr,9/9/2022,11:01,Theft,Active/Pending
104,2022-00066902,9/9/2022,14:33,Health Center at 3983 Campus Dr,9/9/2022,14:33,Emergency Petition,CBE
106,2022-00066905,9/9/2022,14:56,279 at 4325 Rowalt Dr,9/9/2022,14:56,Emergency Petition,CBE
108,2022-00066914,9/9/2022,16:01,Health Center at 3983 Campus Dr,9/9/2022,16:01,Emergency Petition,CBE
110,2022-00066927,9/8/2022,21:00,Graduate Hills #291 at 3413 Tulane Dr,9/9/2022,17:07,Theft,Active/Pending
112,2022-00066962,9/9/2022,9:45,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",9/9/2022,20:19,Other Incident,Active/Pending
114,2022-00066991,9/9/2022,22:21,"96, Cambridge, Cambridge Hall at 4230 Farm Dr",9/9/2022,22:21,Injured/Sick Person,CBE
116,2022-00067049,9/10/2022,1:25,"Commons 4, SCC 4, South Campus Commons 4 at 4310 Knox Rd",9/10/2022,1:43,Injured/Sick Person,CBE
118,2022-00067058,9/10/2022,3:18,University Blvd,9/10/2022,3:18,DWI/DUI,Arrest
120,2022-00067174,9/9/2022,23:00,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",9/10/2022,11:15,Suspicious Activity,Active/Pending
122,2022-00067176,9/10/2022,11:39,7500 block of Mowatt Ln,9/10/2022,11:31,CDS Violation,CBE
